Booking_ID,Segment_Type,Arrival_Year,Arrival_Month,Arrival_Date,Num_Adults,Num_Children,Num_Week_Nights,Num_Weekend_Nights,Room_Type,Lead_Time,Avg_Room_Price
INN11513,Online,2018,3,7,2,0,3,1,Room_Type 1,47,65.75
INN11514,Online,2018,7,28,2,0,2,0,Room_Type 1,16,131
INN11515,Online,2018,9,3,2,0,1,1,Room_Type 1,18,127
INN11516,Online,2018,7,15,3,0,2,1,Room_Type 4,99,137.7
INN11517,Offline,2018,10,16,1,0,0,1,Room_Type 1,164,115
INN11518,Online,2018,7,7,2,0,1,0,Room_Type 1,1,110.71
INN11519,Online,2018,2,25,2,0,2,0,Room_Type 1,3,83.5
INN11520,Online,2018,9,3,2,0,1,0,Room_Type 1,182,97.71
INN11521,Online,2018,10,12,2,0,1,0,Room_Type 1,182,98.1
INN11522,Online,2017,9,28,2,0,3,1,Room_Type 1,193,149.81
INN11523,Online,2017,8,19,2,0,2,0,Room_Type 1,4,106
INN11524,Online,2018,4,11,2,0,1,1,Room_Type 1,42,94.5
INN11525,Corporate,2018,4,1,1,0,1,0,Room_Type 1,1,65
INN11526,Offline,2018,10,7,2,0,2,1,Room_Type 1,338,90.67
INN11527,Online,2018,3,26,2,0,5,2,Room_Type 4,5,146
INN11528,Online,2018,9,29,2,0,2,0,Room_Type 4,37,132.84
INN11529,Online,2018,6,26,1,0,3,2,Room_Type 1,1,128.6
INN11530,Online,2018,9,5,1,0,1,1,Room_Type 1,1,149
INN11531,Online,2018,8,2,2,3,2,0,Room_Type 7,114,266.3
INN11532,Online,2018,9,15,2,0,3,1,Room_Type 1,161,126.9
INN11533,Offline,2017,9,18,2,0,2,0,Room_Type 1,74,101.5
INN11534,Offline,2018,4,17,2,0,0,2,Room_Type 1,275,110
INN11535,Offline,2018,6,6,1,0,2,1,Room_Type 1,118,110
INN11536,Offline,2018,3,4,2,0,2,1,Room_Type 1,29,87
INN11537,Offline,2018,6,14,1,0,3,0,Room_Type 1,71,120
INN11538,Online,2017,11,10,2,0,4,0,Room_Type 1,39,90.95
INN11539,Corporate,2018,9,27,2,0,1,0,Room_Type 5,6,109
INN11540,Online,2018,4,8,2,0,2,2,Room_Type 4,82,99.45
INN11541,Online,2018,11,25,1,0,2,0,Room_Type 1,68,86.4
INN11542,Offline,2018,6,15,2,0,2,0,Room_Type 1,256,115
INN11543,Online,2018,3,3,2,0,3,0,Room_Type 1,22,94.33
INN11544,Online,2018,12,27,2,0,5,2,Room_Type 1,245,58.36
INN11545,Offline,2018,4,19,1,0,2,0,Room_Type 1,103,115
INN11546,Online,2018,4,5,2,1,2,0,Room_Type 1,59,121.5
INN11547,Online,2018,4,11,1,0,0,1,Room_Type 1,4,89
INN11548,Online,2018,4,30,2,0,1,0,Room_Type 1,152,107
INN11549,Online,2018,10,7,3,0,2,0,Room_Type 4,179,141.3
INN11550,Offline,2018,9,26,2,0,1,1,Room_Type 1,4,116
INN11551,Online,2017,11,14,2,0,1,2,Room_Type 1,22,87
INN11552,Online,2018,4,1,2,0,2,1,Room_Type 1,60,92.7
INN11553,Offline,2018,12,9,2,0,2,0,Room_Type 1,322,52
INN11554,Online,2018,8,1,3,0,4,1,Room_Type 4,168,130.05
INN11555,Online,2018,2,5,2,0,2,0,Room_Type 1,29,84.65
INN11556,Online,2017,10,18,2,0,0,1,Room_Type 1,0,135
INN11557,Online,2018,8,25,2,0,1,0,Room_Type 4,11,155
INN11558,Online,2018,11,4,1,0,1,0,Room_Type 1,32,124
INN11559,Online,2018,6,2,2,0,2,0,Room_Type 1,172,94.95
INN11560,Online,2018,7,26,3,0,3,0,Room_Type 4,119,137.7
INN11561,Online,2018,4,27,1,0,1,0,Room_Type 4,51,119.7
INN11562,Online,2018,7,28,3,0,3,0,Room_Type 4,120,140.7
INN11563,Offline,2017,9,15,1,0,3,0,Room_Type 1,10,113.6
INN11564,Offline,2018,2,17,2,0,3,0,Room_Type 1,44,75
INN11565,Online,2018,8,8,2,1,0,1,Room_Type 1,8,171
INN11566,Online,2018,9,14,2,0,4,0,Room_Type 1,110,86.9
INN11567,Online,2018,7,3,3,0,5,3,Room_Type 4,77,149.4
INN11568,Online,2018,7,12,1,0,2,0,Room_Type 4,65,139.5
INN11569,Corporate,2018,5,24,1,0,2,0,Room_Type 1,5,100
INN11570,Online,2018,3,24,2,2,3,0,Room_Type 6,147,174
INN11571,Offline,2017,10,15,1,0,1,0,Room_Type 1,14,100
INN11572,Online,2018,11,29,0,2,4,0,Room_Type 2,53,77.86
INN11573,Online,2018,11,20,1,0,0,1,Room_Type 1,65,79.2
INN11574,Offline,2018,10,23,1,0,3,2,Room_Type 1,4,95
INN11575,Aviation,2018,5,12,1,0,5,2,Room_Type 1,14,95
INN11576,Offline,2018,7,25,2,0,4,1,Room_Type 1,11,85
INN11577,Online,2018,9,18,2,0,1,2,Room_Type 1,21,129
INN11578,Online,2018,12,19,1,0,1,1,Room_Type 1,13,79.2
INN11579,Online,2018,5,27,3,0,2,1,Room_Type 4,35,153.3
INN11580,Online,2018,7,8,2,1,2,1,Room_Type 1,52,132.9
INN11581,Online,2018,12,14,2,0,5,2,Room_Type 1,37,96.1
INN11582,Online,2018,2,19,2,0,3,2,Room_Type 1,19,93
INN11583,Offline,2018,6,12,1,0,4,2,Room_Type 1,69,120
INN11584,Online,2018,6,26,2,0,0,1,Room_Type 1,156,96.3
INN11585,Online,2018,4,2,2,0,1,2,Room_Type 1,102,63.86
INN11586,Aviation,2018,5,9,1,0,10,5,Room_Type 1,11,95
INN11587,Online,2018,11,17,2,0,3,1,Room_Type 1,39,74.8
INN11588,Online,2018,10,19,2,0,4,0,Room_Type 4,94,132.3
INN11589,Online,2017,8,7,2,0,1,0,Room_Type 2,217,76.5
INN11590,Online,2018,9,10,2,0,1,1,Room_Type 1,78,125.1
INN11591,Online,2018,4,30,2,0,1,2,Room_Type 1,0,106.2
INN11592,Online,2018,11,25,2,0,2,0,Room_Type 1,141,90
INN11593,Online,2018,4,14,2,0,3,1,Room_Type 4,68,112.2
INN11594,Online,2018,4,11,2,2,0,1,Room_Type 6,8,181
INN11595,Online,2018,3,21,2,0,5,1,Room_Type 1,76,76.5
INN11596,Online,2018,4,7,2,0,2,0,Room_Type 1,88,76.5
INN11597,Offline,2018,11,1,1,0,3,0,Room_Type 1,166,110
INN11598,Online,2018,9,16,2,0,2,2,Room_Type 1,359,105
INN11599,Online,2018,9,1,2,0,1,0,Room_Type 1,28,110
INN11600,Offline,2017,12,5,2,0,1,2,Room_Type 4,72,60
INN11601,Online,2018,2,12,3,0,2,1,Room_Type 4,4,139
INN11602,Offline,2018,9,28,2,0,4,0,Room_Type 1,100,140
INN11603,Aviation,2018,10,15,1,0,1,2,Room_Type 1,23,95
INN11604,Offline,2018,9,9,2,0,2,1,Room_Type 1,198,90
INN11605,Online,2018,10,23,2,0,1,2,Room_Type 4,283,111.3
INN11606,Online,2018,11,12,0,2,5,2,Room_Type 2,255,72
INN11607,Offline,2018,10,12,2,0,3,0,Room_Type 1,279,110
INN11608,Corporate,2018,3,31,1,0,2,0,Room_Type 1,20,79
INN11609,Online,2018,10,5,2,0,4,1,Room_Type 4,29,161
INN11610,Offline,2018,8,10,2,0,5,2,Room_Type 1,170,72.25
INN11611,Online,2018,11,23,2,0,4,0,Room_Type 1,54,97.4
INN11612,Online,2018,2,5,2,0,3,2,Room_Type 1,41,79.43
INN11613,Offline,2018,5,20,2,0,2,1,Room_Type 1,86,32.5
INN11614,Online,2018,5,7,2,0,1,0,Room_Type 1,98,116.1
INN11615,Online,2018,12,26,2,0,3,1,Room_Type 1,109,114.25
INN11616,Offline,2018,6,10,2,0,5,2,Room_Type 1,60,85.5
INN11617,Corporate,2017,8,5,2,0,3,0,Room_Type 1,12,65
INN11618,Online,2017,10,15,2,0,4,2,Room_Type 1,59,89.25
INN11619,Corporate,2017,11,5,1,0,1,0,Room_Type 1,0,89
INN11620,Online,2018,10,29,2,0,1,2,Room_Type 1,224,96.3
INN11621,Corporate,2017,11,9,1,0,0,1,Room_Type 1,0,65
INN11622,Online,2018,10,4,2,1,3,0,Room_Type 1,172,108.9
INN11623,Online,2017,11,23,2,0,2,1,Room_Type 1,89,72.25
INN11624,Online,2018,3,10,2,0,3,0,Room_Type 1,23,82.33
INN11625,Online,2018,3,21,2,0,3,1,Room_Type 1,91,67.95
INN11626,Online,2018,9,24,2,2,2,2,Room_Type 6,30,195.53
INN11627,Online,2018,9,25,1,0,0,1,Room_Type 1,39,129.7
INN11628,Online,2018,12,17,3,0,4,2,Room_Type 4,52,130.9
INN11629,Online,2018,9,9,2,0,2,0,Room_Type 1,131,129.6
INN11630,Online,2018,8,1,1,0,1,1,Room_Type 1,1,124
INN11631,Online,2018,10,6,2,0,2,0,Room_Type 1,9,149
INN11632,Online,2018,4,16,2,2,1,2,Room_Type 6,70,174.3
INN11633,Online,2018,7,3,1,0,0,2,Room_Type 1,124,90.9
INN11634,Offline,2018,7,25,3,0,4,1,Room_Type 5,192,117.3
INN11635,Online,2018,2,26,2,0,1,0,Room_Type 1,39,81
INN11636,Offline,2018,3,18,2,0,2,1,Room_Type 1,105,58
INN11637,Corporate,2018,5,24,2,0,2,0,Room_Type 1,5,110
INN11638,Online,2017,10,1,2,0,3,0,Room_Type 1,48,105.9
INN11639,Online,2018,5,7,1,0,1,0,Room_Type 1,19,135
INN11640,Offline,2018,7,6,1,0,4,2,Room_Type 1,245,110
INN11641,Online,2018,4,20,3,0,3,0,Room_Type 1,54,130.05
INN11642,Offline,2018,4,8,2,0,3,2,Room_Type 1,268,78
INN11643,Online,2018,4,8,2,0,2,0,Room_Type 2,78,85.5
INN11644,Offline,2018,6,16,2,0,3,0,Room_Type 1,150,90
INN11645,Online,2018,3,15,2,0,2,0,Room_Type 1,75,67.5
INN11646,Online,2017,8,25,2,0,2,0,Room_Type 1,0,106
INN11647,Offline,2018,10,12,2,0,3,0,Room_Type 1,314,75
INN11648,Corporate,2018,2,1,1,0,2,1,Room_Type 1,3,66
INN11649,Online,2018,12,31,2,0,1,0,Room_Type 6,17,208
INN11650,Online,2018,11,23,0,2,4,0,Room_Type 2,30,77.86
INN11651,Online,2017,9,19,2,0,2,2,Room_Type 1,7,126
INN11652,Online,2018,8,13,3,0,5,2,Room_Type 1,203,122.76
INN11653,Corporate,2018,11,2,1,0,2,0,Room_Type 1,4,88
INN11654,Corporate,2018,3,17,1,0,1,0,Room_Type 1,9,79
INN11655,Online,2018,3,4,2,0,2,0,Room_Type 4,30,116.3
INN11656,Online,2017,12,2,2,0,4,0,Room_Type 1,0,67.95
INN11657,Online,2017,12,11,2,0,2,1,Room_Type 1,11,96
INN11658,Offline,2018,2,27,3,0,2,2,Room_Type 4,158,93
INN11659,Online,2018,7,23,2,0,1,1,Room_Type 1,4,141
INN11660,Offline,2018,9,8,2,0,3,0,Room_Type 1,176,125.1
INN11661,Corporate,2017,12,18,1,0,1,0,Room_Type 1,22,65
INN11662,Offline,2018,11,15,2,0,5,0,Room_Type 1,25,68
INN11663,Online,2018,7,9,2,0,1,1,Room_Type 1,31,135.9
INN11664,Offline,2017,9,14,2,0,2,1,Room_Type 1,135,90
INN11665,Online,2018,6,29,2,0,4,1,Room_Type 1,27,131.44
INN11666,Corporate,2017,8,5,2,0,3,0,Room_Type 1,12,65
INN11667,Offline,2018,6,15,1,0,2,0,Room_Type 1,188,130
INN11668,Offline,2017,8,14,2,0,2,0,Room_Type 1,39,109
INN11669,Offline,2018,11,23,2,0,4,0,Room_Type 1,58,75
INN11670,Offline,2018,10,16,2,0,5,2,Room_Type 4,76,90.95
INN11671,Offline,2018,5,17,2,0,4,0,Room_Type 1,323,70
INN11672,Offline,2018,3,26,2,0,1,2,Room_Type 1,92,100
INN11673,Offline,2018,7,6,1,0,4,2,Room_Type 1,245,110
INN11674,Online,2018,7,13,1,0,3,0,Room_Type 4,9,166
INN11675,Online,2018,8,7,1,0,1,2,Room_Type 1,125,108.9
INN11676,Corporate,2018,10,18,1,0,1,0,Room_Type 1,7,95
INN11677,Online,2018,8,4,2,1,5,2,Room_Type 4,181,129.7
INN11678,Offline,2017,8,14,2,0,2,0,Room_Type 1,39,109
INN11679,Online,2018,4,12,2,0,5,0,Room_Type 4,57,115.6
INN11680,Online,2018,12,10,3,0,2,2,Room_Type 4,12,132.39
INN11681,Online,2018,10,7,2,0,2,0,Room_Type 4,14,170
INN11682,Online,2018,3,3,2,0,3,2,Room_Type 1,35,118.1
INN11683,Online,2018,8,7,2,0,8,4,Room_Type 1,186,108.45
INN11684,Online,2018,8,4,0,2,1,0,Room_Type 2,65,127.38
INN11685,Online,2018,4,4,2,0,2,1,Room_Type 1,68,85.5
INN11686,Corporate,2018,7,25,1,0,0,1,Room_Type 1,7,84
INN11687,Online,2018,3,20,1,1,5,2,Room_Type 4,78,69.2
INN11688,Online,2018,4,2,1,0,2,2,Room_Type 1,77,72.25
INN11689,Online,2018,9,16,3,0,2,0,Room_Type 4,64,168.3
INN11690,Offline,2018,7,30,2,0,1,1,Room_Type 1,301,115
INN11691,Online,2018,10,15,2,0,1,2,Room_Type 1,252,106.3
INN11692,Online,2018,7,26,3,0,3,0,Room_Type 4,65,146.7
INN11693,Online,2018,7,21,2,2,1,0,Room_Type 6,14,231
INN11694,Offline,2017,10,29,2,0,3,1,Room_Type 1,152,56.52
INN11695,Offline,2017,10,2,1,0,2,0,Room_Type 1,164,100
INN11696,Offline,2017,7,1,2,0,2,0,Room_Type 1,257,101.5
INN11697,Online,2018,9,2,2,0,1,0,Room_Type 1,8,119
INN11698,Offline,2017,10,16,2,0,2,0,Room_Type 1,102,109
INN11699,Online,2018,6,13,1,0,1,1,Room_Type 1,24,89.25
INN11700,Online,2018,5,5,3,0,3,1,Room_Type 4,112,115.52
INN11701,Online,2018,7,15,3,0,2,2,Room_Type 4,148,130.05
INN11702,Online,2018,4,15,2,0,3,2,Room_Type 1,108,85.85
INN11703,Online,2018,7,19,2,0,2,0,Room_Type 1,12,87.78
INN11704,Online,2017,9,18,2,0,2,1,Room_Type 1,27,115
INN11705,Offline,2018,8,10,2,0,5,2,Room_Type 4,132,96.56
INN11706,Offline,2017,10,16,2,0,2,0,Room_Type 1,35,89.28
INN11707,Online,2018,8,2,2,0,4,0,Room_Type 1,175,99.45
INN11708,Online,2018,6,10,2,0,2,0,Room_Type 4,8,156
INN11709,Offline,2017,10,26,2,0,2,1,Room_Type 4,35,75
INN11710,Online,2018,3,30,2,0,4,1,Room_Type 1,87,82.45
INN11711,Online,2017,12,4,2,0,2,1,Room_Type 2,27,77.87
INN11712,Offline,2018,4,20,1,0,4,0,Room_Type 1,270,70
INN11713,Offline,2018,1,2,2,0,1,2,Room_Type 1,150,101
INN11714,Corporate,2018,12,2,2,0,2,0,Room_Type 1,29,85
INN11715,Complementary,2017,9,27,2,0,0,1,Room_Type 1,0,0
INN11716,Online,2018,7,1,3,0,6,2,Room_Type 4,113,138.55
INN11717,Offline,2018,10,31,2,0,2,1,Room_Type 1,192,68.23
INN11718,Offline,2018,11,3,2,0,3,0,Room_Type 1,304,89
INN11719,Offline,2018,1,19,1,0,3,0,Room_Type 1,151,80
INN11720,Online,2018,9,11,1,0,4,2,Room_Type 4,70,168.3
INN11721,Offline,2018,10,14,2,0,2,0,Room_Type 1,377,115
INN11722,Online,2018,10,27,2,0,2,0,Room_Type 1,93,90.9
INN11723,Online,2018,6,1,1,0,3,0,Room_Type 4,60,140.4
INN11724,Offline,2018,6,18,2,0,1,1,Room_Type 4,44,96.3
INN11725,Online,2018,12,16,2,0,2,1,Room_Type 1,9,78
INN11726,Online,2018,4,29,2,0,2,1,Room_Type 1,13,125.67
INN11727,Online,2018,8,1,2,0,0,1,Room_Type 1,196,105.3
INN11728,Online,2018,5,3,3,0,2,0,Room_Type 1,56,159.3
INN11729,Aviation,2018,10,8,1,0,1,2,Room_Type 1,16,95
INN11730,Online,2017,9,18,2,0,2,1,Room_Type 1,87,89.25
INN11731,Online,2017,10,9,2,0,2,0,Room_Type 1,58,94.5
INN11732,Offline,2018,12,4,2,0,2,2,Room_Type 1,6,68
INN11733,Online,2018,8,17,2,1,3,0,Room_Type 1,195,121.5
INN11734,Online,2018,5,11,2,0,4,0,Room_Type 1,61,92.28
INN11735,Online,2017,12,23,3,0,4,0,Room_Type 1,60,96.98
INN11736,Online,2018,9,20,2,0,1,0,Room_Type 1,14,129
INN11737,Online,2018,6,23,2,0,1,0,Room_Type 1,80,96.3
INN11738,Offline,2017,11,9,2,0,2,1,Room_Type 4,49,60
INN11739,Online,2018,12,26,2,0,5,1,Room_Type 4,113,115.74
INN11740,Corporate,2018,5,24,2,0,2,0,Room_Type 1,5,110
INN11741,Online,2018,7,19,2,0,2,0,Room_Type 1,117,105.3
INN11742,Online,2017,10,24,1,0,1,0,Room_Type 1,61,80.75
INN11743,Online,2018,3,22,2,0,1,0,Room_Type 1,42,88.2
INN11744,Online,2018,10,28,2,0,2,2,Room_Type 1,250,90.95
INN11745,Online,2018,7,28,2,0,2,0,Room_Type 1,14,169
INN11746,Online,2018,4,13,2,0,4,0,Room_Type 1,79,90.95
INN11747,Complementary,2018,11,25,2,0,2,0,Room_Type 1,3,0
INN11748,Online,2018,4,24,1,0,4,2,Room_Type 6,33,139.52
INN11749,Offline,2018,12,21,3,0,4,1,Room_Type 1,197,160.6
INN11750,Offline,2017,10,10,2,0,1,1,Room_Type 1,174,70
INN11751,Online,2017,12,30,2,0,2,0,Room_Type 4,15,146
INN11752,Offline,2018,11,4,2,0,2,1,Room_Type 1,305,89
INN11753,Online,2018,4,11,2,0,4,1,Room_Type 1,75,90.95
INN11754,Online,2018,8,3,1,0,3,0,Room_Type 1,63,112.59
INN11755,Online,2018,6,3,2,0,2,1,Room_Type 4,13,149.33
INN11756,Offline,2018,1,13,1,0,1,0,Room_Type 1,5,65
INN11757,Online,2018,8,6,2,0,1,1,Room_Type 4,73,131.4
INN11758,Online,2018,4,18,2,0,2,1,Room_Type 4,1,122.67
INN11759,Online,2018,3,7,2,0,5,2,Room_Type 4,28,74.08
INN11760,Online,2018,1,1,2,0,2,1,Room_Type 1,19,81.82
INN11761,Online,2018,7,31,3,0,0,1,Room_Type 4,70,146.7
INN11762,Online,2018,4,4,2,0,3,1,Room_Type 1,111,82.45
INN11763,Online,2018,3,24,2,0,3,0,Room_Type 1,99,101.5
INN11764,Online,2018,7,25,2,0,0,1,Room_Type 1,64,103.5
INN11765,Online,2017,11,5,1,0,3,0,Room_Type 1,14,101
INN11766,Online,2018,8,15,2,0,5,2,Room_Type 1,210,67.42
INN11767,Offline,2017,10,12,2,0,1,1,Room_Type 1,60,65
INN11768,Offline,2017,10,16,2,0,1,0,Room_Type 1,180,70
INN11769,Offline,2017,10,10,2,0,1,1,Room_Type 1,174,70
INN11770,Corporate,2018,2,19,1,0,1,0,Room_Type 1,99,81
INN11771,Online,2018,8,29,2,0,3,1,Room_Type 1,206,90.95
INN11772,Online,2018,8,20,2,0,5,2,Room_Type 4,215,99.45
INN11773,Online,2018,11,21,2,0,1,1,Room_Type 1,251,73.35
INN11774,Offline,2018,12,9,2,0,2,0,Room_Type 1,322,52
INN11775,Online,2018,12,27,3,0,3,0,Room_Type 4,112,131.13
INN11776,Online,2018,12,26,2,0,4,1,Room_Type 1,90,88.74
INN11777,Online,2018,3,13,1,0,1,2,Room_Type 4,0,95.4
INN11778,Online,2018,7,6,2,0,4,0,Room_Type 1,96,103.5
INN11779,Online,2018,2,5,2,0,2,0,Room_Type 1,31,67.5
INN11780,Offline,2018,1,3,2,0,1,2,Room_Type 1,145,65
INN11781,Online,2018,12,1,2,0,3,0,Room_Type 1,41,66.88
INN11782,Online,2018,2,2,1,0,1,0,Room_Type 1,3,79
INN11783,Online,2017,7,20,2,0,0,1,Room_Type 1,119,76.5
INN11784,Offline,2017,9,25,2,0,2,2,Room_Type 1,56,185
INN11785,Online,2018,10,12,2,0,1,0,Room_Type 1,110,108
INN11786,Online,2018,4,30,2,0,2,2,Room_Type 1,120,87.13
INN11787,Offline,2017,9,18,2,0,2,0,Room_Type 1,74,109
INN11788,Corporate,2018,10,9,1,0,2,2,Room_Type 1,31,95
INN11789,Offline,2017,10,12,1,0,1,1,Room_Type 1,60,60
INN11790,Corporate,2018,9,14,3,0,2,0,Room_Type 1,72,115
INN11791,Offline,2017,8,8,2,0,1,2,Room_Type 1,124,94.5
INN11792,Online,2018,4,8,1,0,2,0,Room_Type 1,50,112.5
INN11793,Offline,2018,11,4,2,0,2,1,Room_Type 1,305,89
INN11794,Online,2018,4,17,2,1,2,2,Room_Type 1,35,104.3
INN11795,Offline,2018,8,1,2,0,4,1,Room_Type 1,131,81.25
INN11796,Online,2018,9,22,3,0,3,0,Room_Type 4,132,162
INN11797,Offline,2018,7,11,1,0,5,1,Room_Type 1,70,80
INN11798,Online,2017,10,1,2,0,2,0,Room_Type 1,33,79.35
INN11799,Offline,2018,12,29,2,0,3,1,Room_Type 1,0,12
INN11800,Online,2018,6,13,2,1,0,1,Room_Type 1,120,143.1
INN11801,Offline,2018,6,17,2,0,2,1,Room_Type 1,1,75
INN11802,Online,2018,4,17,3,0,0,1,Room_Type 4,16,137
INN11803,Offline,2017,9,4,2,0,1,0,Room_Type 1,219,108
INN11804,Online,2018,4,1,2,1,2,2,Room_Type 1,91,52.02
INN11805,Online,2018,9,23,2,0,2,1,Room_Type 1,112,134.1
INN11806,Online,2018,8,7,2,0,3,2,Room_Type 1,214,90.95
INN11807,Offline,2017,10,28,2,0,4,0,Room_Type 1,5,70
INN11808,Offline,2017,10,23,2,0,2,2,Room_Type 1,15,54.75
INN11809,Corporate,2018,3,15,1,0,2,0,Room_Type 1,0,65
INN11810,Online,2018,11,22,1,0,5,0,Room_Type 1,104,74.8
INN11811,Offline,2018,9,8,2,0,3,0,Room_Type 1,163,110
INN11812,Online,2017,11,16,1,0,0,1,Room_Type 1,7,91
INN11813,Online,2017,10,3,2,0,1,2,Room_Type 1,54,100.2
INN11814,Offline,2018,7,30,2,0,1,1,Room_Type 1,301,115
INN11815,Offline,2018,10,4,2,0,5,1,Room_Type 1,349,90
INN11816,Corporate,2017,11,11,1,0,1,0,Room_Type 1,47,65
INN11817,Offline,2018,2,28,1,0,1,2,Room_Type 1,116,61
INN11818,Online,2017,11,2,2,0,0,1,Room_Type 1,32,85.5
INN11819,Online,2018,5,13,2,0,2,2,Room_Type 4,71,137.1
INN11820,Online,2018,8,24,3,0,4,0,Room_Type 4,105,150.3
INN11821,Online,2017,12,4,2,0,2,2,Room_Type 2,22,102.88
INN11822,Online,2017,12,26,2,0,3,2,Room_Type 1,46,78
INN11823,Online,2018,11,10,2,0,2,0,Room_Type 4,19,165
INN11824,Offline,2018,11,18,2,0,2,0,Room_Type 1,65,75
INN11825,Online,2018,12,6,2,0,2,0,Room_Type 1,77,79.2
INN11826,Online,2018,1,12,2,0,2,0,Room_Type 1,6,69.5
INN11827,Online,2018,8,13,2,0,1,2,Room_Type 1,11,151
INN11828,Offline,2018,6,14,1,0,3,0,Room_Type 1,71,120
INN11829,Online,2018,8,21,2,0,0,2,Room_Type 1,2,148
INN11830,Online,2018,9,11,1,0,0,1,Room_Type 1,14,89
INN11831,Offline,2017,11,2,2,0,5,1,Room_Type 1,12,68
INN11832,Online,2018,7,20,2,2,2,0,Room_Type 6,39,198.9
INN11833,Offline,2018,4,4,2,0,2,1,Room_Type 1,91,80
INN11834,Online,2018,6,12,2,2,1,2,Room_Type 6,154,189.9
INN11835,Online,2018,1,8,2,0,2,0,Room_Type 1,1,76.5
INN11836,Online,2018,3,31,2,0,3,0,Room_Type 1,77,76.5
INN11837,Online,2018,9,13,2,0,2,0,Room_Type 1,219,145.1
INN11838,Online,2018,7,7,2,0,3,0,Room_Type 1,145,114.3
INN11839,Online,2017,8,8,2,0,2,2,Room_Type 1,1,81
INN11840,Corporate,2018,2,19,2,0,1,0,Room_Type 1,4,80
INN11841,Online,2018,10,27,2,0,1,0,Room_Type 1,47,128
INN11842,Online,2018,4,27,2,0,4,0,Room_Type 1,106,85
INN11843,Offline,2017,8,14,2,0,2,0,Room_Type 1,0,109
INN11844,Offline,2018,6,8,2,0,1,0,Room_Type 1,26,120
INN11845,Offline,2017,9,25,2,0,2,2,Room_Type 1,56,185
INN11846,Online,2018,7,1,2,0,2,1,Room_Type 1,162,105.3
INN11847,Offline,2018,7,13,2,1,4,0,Room_Type 1,106,84.58
INN11848,Offline,2018,6,3,2,0,2,0,Room_Type 1,177,100
INN11849,Online,2018,7,28,2,0,1,0,Room_Type 1,29,148
INN11850,Online,2018,12,10,2,0,1,0,Room_Type 1,261,67.5
INN11851,Offline,2018,9,18,2,0,2,2,Room_Type 1,34,80.75
INN11852,Online,2018,5,23,1,0,0,1,Room_Type 1,11,95
INN11853,Offline,2018,5,19,2,0,1,0,Room_Type 4,21,124.8
INN11854,Offline,2017,10,8,2,0,3,1,Room_Type 1,210,72.75
INN11855,Offline,2018,10,16,2,0,2,2,Room_Type 1,54,81
INN11856,Offline,2018,11,19,2,0,1,2,Room_Type 1,61,75
INN11857,Offline,2018,4,19,1,0,2,0,Room_Type 1,103,115
INN11858,Online,2018,7,19,2,0,5,0,Room_Type 1,203,90.95
INN11859,Corporate,2018,9,27,2,0,1,0,Room_Type 4,0,160
INN11860,Offline,2018,10,12,2,0,3,0,Room_Type 1,105,75
INN11861,Offline,2017,9,18,2,0,2,0,Room_Type 1,74,101.5
INN11862,Online,2018,8,20,2,0,2,2,Room_Type 1,149,105.3
INN11863,Offline,2018,10,9,3,0,1,2,Room_Type 5,61,125.8
INN11864,Online,2018,6,21,2,0,3,0,Room_Type 1,37,99.9
INN11865,Online,2017,11,28,2,0,1,0,Room_Type 1,96,72.25
INN11866,Online,2018,9,16,2,0,2,0,Room_Type 1,4,183
INN11867,Online,2018,12,24,2,0,3,2,Room_Type 1,137,117.3
INN11868,Online,2017,8,23,2,0,0,1,Room_Type 1,15,99
INN11869,Online,2018,8,2,2,0,4,0,Room_Type 1,131,105.3
INN11870,Online,2018,6,21,1,0,2,0,Room_Type 1,35,107.1
INN11871,Offline,2018,8,16,2,0,2,0,Room_Type 1,29,67.5
INN11872,Offline,2018,4,20,3,0,4,0,Room_Type 1,270,110
INN11873,Online,2018,8,28,2,1,3,2,Room_Type 1,150,118.62
INN11874,Online,2018,6,26,2,0,1,2,Room_Type 1,98,91.5
INN11875,Offline,2018,3,16,1,0,1,0,Room_Type 1,4,64.4
INN11876,Online,2018,6,1,2,0,3,0,Room_Type 4,72,108.11
INN11877,Online,2018,8,11,2,0,2,0,Room_Type 2,233,86.62
INN11878,Offline,2018,11,1,1,0,3,0,Room_Type 1,166,110
INN11879,Online,2018,9,26,2,1,3,1,Room_Type 6,31,148.69
INN11880,Offline,2017,9,18,2,0,2,0,Room_Type 1,74,101.5
INN11881,Offline,2017,11,9,2,0,4,1,Room_Type 4,49,60
INN11882,Online,2018,2,29,1,0,7,3,Room_Type 1,58,66.45
INN11883,Aviation,2018,5,2,1,0,3,1,Room_Type 1,0,95
INN11884,Complementary,2018,10,2,1,0,10,4,Room_Type 1,3,0
INN11885,Online,2018,8,13,2,0,1,0,Room_Type 1,123,123.3
INN11886,Online,2018,8,12,3,0,3,2,Room_Type 4,75,168.3
INN11887,Online,2018,12,24,2,0,1,0,Room_Type 4,126,136.8
INN11888,Offline,2018,10,14,2,0,2,0,Room_Type 1,377,115
INN11889,Online,2018,11,4,2,0,1,0,Room_Type 1,69,79.2
INN11890,Offline,2018,2,28,1,0,1,2,Room_Type 1,1,60
INN11891,Corporate,2018,11,17,1,0,1,0,Room_Type 1,9,79
INN11892,Corporate,2018,11,13,1,0,0,2,Room_Type 1,4,75
